idDrink,Name,Category,Alcoholic,Glass,Instructions,Thumbnail,Ingredient1,Ingredient2,Ingredient3,Ingredient4,Ingredient5,Ingredient6,Measure1,Measure2,Measure3,Measure4,Measure5,Measure6,Measure1 (ml),Measure2 (ml),Measure3 (ml),Measure4 (ml),Measure5 (ml),Measure6 (ml)
17202,Horse's Neck,Ordinary Drink,Alcoholic,Highball glass,"Pour brandy and ginger ale directly into highball glass with ice cubes. Stir gently. Garnish with lemon zest. If desired, add dashes of Angostura Bitter.",https://www.thecocktaildb.com/images/media/drink/006k4e1504370092.jpg,Lemon peel,Brandy,Ginger ale,Bitters,,,1 long strip ,2 *30 ml ,5 *30 ml ,2 dashes ,0,0,1 long strip ,60,150,2 dashes ,0,0
12766,Happy Skipper,Ordinary Drink,Alcoholic,Highball glass,"Pour Captain Morgan's Spiced Rum over ice, fill glass to top with Ginger Ale. Garnish with lime. Tastes like a cream soda. Named for the Gilligan's Island reference (""The Captain"" *in* ""Ginger"" is a Happy Skipper!)",https://www.thecocktaildb.com/images/media/drink/42w2g41487602448.jpg,Spiced rum,Ginger ale,Lime,Ice,,,1 1/2 *10 ml ,0,0,0,0,0,55,0,0,0,0,0
17239,Hunter's Moon,Cocktail,Alcoholic,Balloon Glass,"Put the Bombay Sapphire, Martini Bianco, sugar syrup & blackberries in a cocktail shaker with lots of ice and shake vigorously before pouring into a balloon glass, topping up with lemonade and garnishing with a wedge of orange.",https://www.thecocktaildb.com/images/media/drink/t0iugg1509556712.jpg,Vermouth,Maraschino Cherry,Sugar Syrup,Lemonade,Blackberries,,25 ml,15 ml,10 ml,100 ml,2,0,25 ml,15 ml,10 ml,100 ml,2,0
11470,Havana Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/59splc1504882899.jpg,Light rum,Pineapple juice,Lemon juice,,,,1 *30 ml ,1 *30 ml ,1 *5 ml ,0,0,0,30,30,5,0,0,0
14782,Hot Creamy Bush,Coffee / Tea,Alcoholic,Irish coffee cup,Combine all ingredients in glass,https://www.thecocktaildb.com/images/media/drink/spvrtp1472668037.jpg,Irish whiskey,Baileys irish cream,Coffee,,,,1 *44 ml ,3/4 *44 ml ,6 *30 ml hot ,0,0,0,44,33,180,0,0,0
17044,Homemade Kahlua,Homemade Liqueur,Alcoholic,Collins Glass,"Dissolve sugar in 2 cups of boiling water and add corn syrup. Dissolve the instant coffee in the remaining water. Pour syrup and coffee in a gallon jug. Let it cool. Add vodka and vanilla when cold. For the best result, let the mixture ""mature"" for 4-5 weeks.",https://www.thecocktaildb.com/images/media/drink/uwtsst1441254025.jpg,Sugar,Corn syrup,Coffee,Vanilla extract,Water,Vodka,2 1/2 cups ,1 cup ,1 1/2 *30 ml instant ,2 *30 ml ,3 cups boiling ,1 fifth ,2 1/2 cups ,1 cup ,165,60,3 cups boiling ,1 fifth 
178313,Halloween Punch,Punch / Party Drink,Alcoholic,Punch bowl,"Tip the cherry juice, orange peel, chilli, cinnamon sticks, cloves and ginger into a large saucepan. Simmer for 5 mins, then turn off the heat. Leave to cool, then chill for at least 4 hrs, or up to 2 days – the longer you leave it the more intense the flavours. If serving to young children, take the chilli out after a few hours.

When you’re ready to serve, pour the juice into a jug. Serve in glass bottles or glasses and pop a straw in each. If you're adding vodka, do so at this stage. Dangle a fangs sweet from each glass.",https://www.thecocktaildb.com/images/media/drink/7hcgyj1571687671.jpg,Cherry Juice,Orange Peel,Red Chili Flakes,Cloves,Ginger,Vodka,1 bottle,3,1,10,6,20 *10 ml,1 bottle,3,1,10,6,200
11462,Harvey Wallbanger,Ordinary Drink,Alcoholic,Collins glass,"Stir the vodka and orange juice with ice in the glass, then float the Galliano on top. Garnish and serve.",https://www.thecocktaildb.com/images/media/drink/vg4bva1504369725.jpg,Vodka,Galliano,Orange juice,,,,1 *30 ml ,1/2 *30 ml ,4 *30 ml ,0,0,0,30,15,120,0,0,0
11472,Hawaiian Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/ujoh9x1504882987.jpg,Gin,Triple sec,Pineapple juice,,,,2 *30 ml ,1/2 *30 ml ,1 tblsp ,0,0,0,60,15,1 tblsp ,0,0,0
17201,Hemingway Special,Ordinary Drink,Alcoholic,Cocktail glass,Pour all ingredients into a shaker with ice. Shake.,https://www.thecocktaildb.com/images/media/drink/jfcvps1504369888.jpg,Rum,Grapefruit Juice,Maraschino Liqueur,Lime Juice,,,12,8,3,3,0,0,12,8,3,3,0,0
11476,Highland Fling Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,Stir all ingredients (except olive) with ice and strain into a cocktail glass. Add the olive and serve.,https://www.thecocktaildb.com/images/media/drink/0bkwca1492975553.jpg,Scotch,Sweet Vermouth,Orange bitters,Olive,,,1 1/2 *30 ml ,3/4 *30 ml ,2 dashes ,1,0,0,165,22.5,2 dashes ,1,0,0
12820,Irish Cream,Homemade Liqueur,Alcoholic,Irish coffee cup,Mix scotch and milk. Add half-and-half. Add rest.,https://www.thecocktaildb.com/images/media/drink/90etyl1504884699.jpg,Scotch,Half-and-half,Condensed milk,Coconut syrup,Chocolate syrup,,1 cup ,1 1/4 cup ,1 can sweetened ,3 drops ,1 tblsp ,0,1 cup ,1 1/4 cup ,1 can sweetened ,3 drops ,1 tblsp ,0
13539,Ice Pick #1,Ordinary Drink,Alcoholic,Collins Glass,Put Vodka in glass fill with iced tea. Stir in lemon to taste.,https://www.thecocktaildb.com/images/media/drink/ypsrqp1469091726.jpg,Vodka,Iced tea,Lemon juice,,,,1 1/2 *30 ml ,6 *30 ml ," to taste
",0,0,0,165,180," to taste
",0,0,0
11528,Irish Spring,Ordinary Drink,Alcoholic,Collins glass,"Pour all ingredients (except orange slice and cherry) into a collins glass over ice cubes. Garnish with the slice of orange, add the cherry on top, and serve.",https://www.thecocktaildb.com/images/media/drink/sot8v41504884783.jpg,Irish whiskey,Peach brandy,Orange juice,Sweet and sour,Orange,Cherry,1 *30 ml ,1/2 *30 ml ,1 *30 ml ,1 *30 ml ,1 slice ,1,30,15,30,30,1 slice ,1
13971,Irish Coffee,Coffee / Tea,Alcoholic,Irish coffee cup,"Heat the coffee, whiskey and sugar; do not boil. Pour into glass and top with cream; serve hot.",https://www.thecocktaildb.com/images/media/drink/sywsqw1439906999.jpg,Irish whiskey,Coffee,Sugar,Whipped cream,,,1 1/2 *30 ml ,8 *30 ml ,1 *5 ml ,1 tblsp ,0,0,165,240,5,1 tblsp ,0,0
11524,Imperial Fizz,Ordinary Drink,Alcoholic,Highball glass,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/zj1usl1504884548.jpg,Light rum,Blended whiskey,Lemon,Powdered sugar,Carbonated water,,1/2 *30 ml ,1 1/2 *30 ml ,Juice of 1/2 ,1 *5 ml ,0,0,15,165,Juice of 1/2 ,5,0,0
17015,Irish Russian,Beer,Alcoholic,Highball glass,Add the ingredients in the order listed in the recipe. Care must be taken when adding the Guinness to prevent an excess of foam. Do Not add ice.,https://www.thecocktaildb.com/images/media/drink/swqurw1454512730.jpg,Vodka,Kahlua,Coca-Cola,Guinness stout,,,1 *44 ml ,1 *44 ml ,1 dash ,Fill with ,0,0,44,44,1 dash ,Fill with ,0,0
12706,Imperial Cocktail,Cocktail,Alcoholic,Cocktail glass,Shake with ice and strain into cocktail glass.,https://www.thecocktaildb.com/images/media/drink/bcsj2e1487603625.jpg,Lime juice,Gin,Aperol,,,,4 *10 ml ,2 *10 ml ,4 *10 ml ,0,0,0,40,20,40,0,0,0
12772,Iced Coffee Fillip,Coffee / Tea,Alcoholic,Coffee mug,Mix together in a coffee mug and chill before serving.,https://www.thecocktaildb.com/images/media/drink/sxtxrp1454514223.jpg,Kahlua,Coffee,,,,,2 *5 ml ,Strong cold ,0,0,0,0,10,Strong cold ,0,0,0,0
16987,Irish Curdling Cow,Cocktail,Alcoholic,Highball glass,"Pour Irish Cream, Vodka, and Bourbon in a glass. Add some ice and mix in the orange juice.",https://www.thecocktaildb.com/images/media/drink/yrhutv1503563730.jpg,Baileys irish cream,Bourbon,Vodka,Orange juice,,,3/4 *30 ml ,3/4 *30 ml ,3/4 *30 ml ,2-3 *30 ml ,0,0,22.5,22.5,22.5,60,0,0
17178,Jam Donut,Shot,Alcoholic,Shot glass,"Coat the rim of a *44 ml glass with sugar using sugar syrup to stick. Add the Chambord raspberry liqueur to the shot glass, and carefully layer the Baileys Irish Cream on top. Serve.",https://www.thecocktaildb.com/images/media/drink/uuytrp1474039804.jpg,Baileys irish cream,Chambord raspberry liqueur,Sugar syrup,Sugar,,,2/3 *30 ml,1/3 *30 ml,1 *5 ml,2 pinches,0,0,20,10,5,2 pinches,0,0
13775,Jelly Bean,Shot,Alcoholic,Cordial glass,mix equal parts in pony glass-tastes just like a jelly bean!,https://www.thecocktaildb.com/images/media/drink/bglc6y1504388797.jpg,Blackberry brandy,Anis,,,,,1 *30 ml ,1 *30 ml ,0,0,0,0,30,30,0,0,0,0
13847,Jackhammer,Ordinary Drink,Alcoholic,Collins Glass,"Serve over ice- Warning,Deadly!",https://www.thecocktaildb.com/images/media/drink/9von5j1504388896.jpg,Jack Daniels,Amaretto,,,,,1 *30 ml ,1 *30 ml ,0,0,0,0,30,30,0,0,0,0
14956,Jello shots,Shot,Alcoholic,Shot glass,"Boil 3 cups of water then add jello. Mix jello and water until jello is completely disolved. Add the two cups of vodka and mix together. Pour mixture into plastic shot glasses and chill until firm. Then, eat away...",https://www.thecocktaildb.com/images/media/drink/l0smzo1504884904.jpg,Vodka,Jello,Water,,,,2 cups ,3 packages ,3 cups ,0,0,0,2 cups ,3 packages ,3 cups ,0,0,0
11580,John Collins,Ordinary Drink,Alcoholic,Collins glass,Pour all ingredients directly into highball glass filled with ice. Stir gently. Garnish. Add a dash of Angostura bitters.,https://www.thecocktaildb.com/images/media/drink/u5yaxl1504350270.jpg,Bourbon,Lemon juice,Sugar,Club soda,Maraschino cherry,Orange,2 *30 ml ,1 *30 ml ,1 *5 ml superfine ,3 *30 ml ,1,1,60,30,5,90,1,1
14095,Jamaica Kiss,Milk / Float / Shake,Alcoholic,Hurricane glass,Fill a tumbler with ice cubes. Add a shot of Tia Maria and a shot of Jamaican light rum. Fill the tumbler with milk. Blend until smooth and serve immediately.,https://www.thecocktaildb.com/images/media/drink/urpvvv1441249549.jpg,Coffee liqueur,Light rum,Ice,Milk,,,1 *44 ml ,1 *44 ml Jamaican ,cubes,0,0,0,44,44,cubes,0,0,0
11558,Japanese Fizz,Ordinary Drink,Alcoholic,Highball glass,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/37vzv11504884831.jpg,Blended whiskey,Lemon,Powdered sugar,Port,Egg white,Carbonated water,1 1/2 *30 ml ,Juice of 1/2 ,1 *5 ml ,1 tblsp,1,0,165,Juice of 1/2 ,5,1 tblsp,1,0
15825,Jamaican Coffee,Coffee / Tea,Alcoholic,Champagne flute,"Stir the rum, coffee and water together. Top with the whipped cream. Sprinkle with a pinch of well ground coffee and drink with a straw.",https://www.thecocktaildb.com/images/media/drink/xqptps1441247257.jpg,Rum,Coffee,Water,Whipped cream,,,1/6 glass ,1/6 glass strong black ,1/2 glass cold ,0,0,0,1/6 glass ,1/6 glass strong black ,1/2 glass cold ,0,0,0
11566,Jewel Of The Nile,Ordinary Drink,Alcoholic,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/hx4nrb1504884947.jpg,Gin,Green Chartreuse,Yellow Chartreuse,,,,1 1/2 *30 ml ,1/2 *30 ml ,1/2 *30 ml ,0,0,0,165,15,15,0,0,0
11542,Jack Rose Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/uuqqrv1439907068.jpg,Apple brandy,Grenadine,Lime,,,,1 1/2 *30 ml ,1 *5 ml ,Juice of 1/2 ,0,0,0,165,5,Juice of 1/2 ,0,0,0
16275,Jack's Vanilla Coke,Other/Unknown,Alcoholic,Old-fashioned glass,"After pouring in your ingredients, and adding 3-5 ice cubes, according to taste. Stir the drink with a stirrer to get the Vanilla off the bottom.",https://www.thecocktaildb.com/images/media/drink/kjnt7z1504793319.jpg,Ice,Tennessee whiskey,Vanilla extract,Coca-Cola,,,4-5 ,2 *30 ml ,1 *5 ml ,10-12 *30 ml ,0,0,4-5 ,60,5,0,0,0
17203,Kir,Ordinary Drink,Alcoholic,Wine Glass,"Add the crème de cassis to the bottom of the glass, then top up with wine.",https://www.thecocktaildb.com/images/media/drink/apneom1504370294.jpg,Creme de Cassis,Champagne,,,,,1,5,0,0,0,0,1,5,0,0,0,0
12764,Karsk,Ordinary Drink,Alcoholic,Highball glass,"Put a copper coin in a coffe-cup and fill up with coffee until you no longer see the coin, then add alcohol until you see the coin. Norwegian speciality.",https://www.thecocktaildb.com/images/media/drink/808mxk1487602471.jpg,Coffee,Grain alcohol,,,,,1,2,0,0,0,0,1,2,0,0,0,0
11600,Kamikaze,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients together with ice. Strain into glass, garnish and serve.",https://www.thecocktaildb.com/images/media/drink/xa58bb1504373204.jpg,Vodka,Triple sec,Lime juice,,,,1 *30 ml ,1 *30 ml ,1 *30 ml ,0,0,0,30,30,30,0,0,0
13837,Kir Royale,Ordinary Drink,Alcoholic,Champagne Flute,"Pour Creme de cassis in glass, gently pour champagne on top",https://www.thecocktaildb.com/images/media/drink/yt9i7n1504370388.jpg,Creme de Cassis,Champagne,,,,,1,5,0,0,0,0,1,5,0,0,0,0
14456,Kurant Tea,Coffee / Tea,Alcoholic,Champagne flute,"Pour Absolut Kurant into a comfortably big tea-cup. Add the not too hot(!) apple tea and, if you like, some sugar. Enjoy!",https://www.thecocktaildb.com/images/media/drink/xrsrpr1441247464.jpg,Absolut Kurant,Tea,Sugar,,,,4 *10 ml ,Turkish apple ," (if needed)
",0,0,0,40,Turkish apple ," (if needed)
",0,0,0
14752,Kiwi Lemon,Ordinary Drink,Alcoholic,Highball glass,Mix in highball glass. Stirr. Garnish with slice of kiwi.,https://www.thecocktaildb.com/images/media/drink/tpupvr1478251697.jpg,Kiwi liqueur,Bitter lemon,Ice,,,,1,2,cubes,0,0,0,1,2,cubes,0,0,0
16951,Kioki Coffee,Coffee / Tea,Alcoholic,Coffee mug,Stir. Add whipped cream to the top.,https://www.thecocktaildb.com/images/media/drink/uppqty1441247374.jpg,Kahlua,Brandy,Coffee,,,,1 *30 ml ,1/2 *30 ml ,0,0,0,0,30,15,0,0,0,0
13190,Kool-Aid Shot,Shot,Alcoholic,Old-fashioned glass,Pour into a large glass with ice and stir. Add a little cranberry juice to taste.,https://www.thecocktaildb.com/images/media/drink/fegm621503564966.jpg,Vodka,Amaretto,Sloe gin,Triple sec,Cranberry juice,,1 *44 ml ,1 *44 ml ,1 *44 ml ,1 *44 ml ,0,0,44,44,44,44,0,0
15026,Kiss me Quick,Ordinary Drink,Alcoholic,Highball glass,mix in the glass,https://www.thecocktaildb.com/images/media/drink/m7iaxu1504885119.jpg,Cranberry vodka,Apfelkorn,Schweppes Russchian,Apple juice,Ice,,4 *10 ml ,2 *10 ml ,7 *10 ml ,8 *10 ml ,cubes,0,40,20,70,80,cubes,0
17006,Kool First Aid,Shot,Alcoholic,Shot glass,"Add Kool Aid to a double shot glass, and top with rum. Slam and shoot.",https://www.thecocktaildb.com/images/media/drink/hfp6sv1503564824.jpg,151 proof rum,Kool-Aid,,,,,2 *30 ml light ,1/2 *5 ml Tropical ,0,0,0,0,60,2.5,0,0,0,0
11602,Kentucky B And B,Ordinary Drink,Alcoholic,Brandy snifter,Pour the bourbon and Benedictine into a brandy snifter.,https://www.thecocktaildb.com/images/media/drink/sqxsxp1478820236.jpg,Bourbon,Benedictine,,,,,2 *30 ml ,1/2 *30 ml ,0,0,0,0,60,15,0,0,0,0
11604,Kentucky Colonel,Ordinary Drink,Alcoholic,Cocktail glass,In a shaker half-filled with ice cubes combine the courbon and Benedictine. Shake and strain into a cocktail glass. Garnish with the lemon twist.,https://www.thecocktaildb.com/images/media/drink/utqwpu1478820348.jpg,Bourbon,Benedictine,Lemon peel,,,,3 *30 ml ,1/2 *30 ml ,1 twist of ,0,0,0,90,15,1 twist of ,0,0,0
14446,Kool-Aid Slammer,Shot,Alcoholic,Shot glass,"Fill half the shot glass with the kool-aid first. Then put a paper towel over the top of the glass and slowly pour in the vodka. If you do it right, you should be able to see that the two liquids are separated, with the vodka on top. Now slam it! The last thing you'll taste is the kool-aid.",https://www.thecocktaildb.com/images/media/drink/kugu2m1504735473.jpg,Kool-Aid,Vodka,,,,,1/2 *30 ml Grape ,1/2 *30 ml ,0,0,0,0,15,15,0,0,0,0
14378,Lunch Box,Beer,Alcoholic,Pint glass,Fill a pint glass almost full with beer. Then fill the rest with orange juice (careful not to fill it to the top). Then take the shot of Amaretto and drop it in.,https://www.thecocktaildb.com/images/media/drink/qywpvt1454512546.jpg,Beer,Amaretto,Orange juice,,,,3/4 bottle ,1 *44 ml ,1 *30 ml ,0,0,0,3/4 bottle ,44,30,0,0,0
12752,Lemon Shot,Shot,Alcoholic,Shot glass,"Mix Galliano and Absolut Citron in a shot glass, lay lemon wedge sprinkled with sugar over glass and pour a rum over wedge and glass. light rum with a lighter and let burn for a second. Do shot quickly and suck on lemon. If it is done correctly, this will taste like a shot of sweet lemonade.",https://www.thecocktaildb.com/images/media/drink/mx31hv1487602979.jpg,Galliano,Absolut Citron,Lemon,Sugar,151 proof rum,,1/2 *30 ml ,1/2 *30 ml ," wedge
",Bacardi ,0,0,15,15," wedge
",Bacardi ,0,0
13196,Long vodka,Ordinary Drink,Alcoholic,Highball glass,"Shake a tall glass with ice cubes and Angostura, coating the inside of the glass. Por the vodka onto this, add 1 slice of lime and squeeze juice out of remainder, mix with tonic, stir and voila you have a Long Vodka",https://www.thecocktaildb.com/images/media/drink/9179i01503565212.jpg,Vodka,Lime,Angostura bitters,Tonic water,Ice,,5 *10 ml ,1/2 ,4 dashes ,1 dl Schweppes ,4,0,50,0.5,4 dashes ,1 dl Schweppes ,4,0
14366,Lemon Drop,Cocktail,Alcoholic,Cocktail glass,Shake and strain into a chilled cocktail glass rimmed with sugar.,https://www.thecocktaildb.com/images/media/drink/mtpxgk1504373297.jpg,Absolut Vodka,Cointreau,Lemon,,,,1 1/2 *44 ml ,1 1/2 *44 ml ,Juice of 1 wedge ,0,0,0,242,242,Juice of 1 wedge ,0,0,0
11658,Loch Lomond,Ordinary Drink,Alcoholic,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine the Scotch, Drambuie, and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",https://www.thecocktaildb.com/images/media/drink/rpvtpr1468923881.jpg,Scotch,Drambuie,Dry Vermouth,Lemon peel,,,2 *30 ml ,1/2 *30 ml ,1/2 *30 ml ,1 twist of ,0,0,60,15,15,1 twist of ,0,0
11662,London Town,Ordinary Drink,Alcoholic,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/rpsrqv1468923507.jpg,Gin,Maraschino liqueur,Orange bitters,,,,1 1/2 *30 ml ,1/2 *30 ml ,2 dashes ,0,0,0,165,15,2 dashes ,0,0,0
11670,Lord And Lady,Ordinary Drink,Alcoholic,Old-fashioned glass,Pour the rum and Tia Maria into an old-fashioned glass almost filled with ice cubes. Stir well.,https://www.thecocktaildb.com/images/media/drink/quwrys1468923219.jpg,Dark rum,Tia maria,,,,,1 1/2 *30 ml ,1/2 *30 ml ,0,0,0,0,165,15,0,0,0,0
15086,Limona Corona,Beer,Alcoholic,Beer Glass,"Open the Corona. Fill the empty space in the neck in the bottle with the rum. The bottle should be filled to the top. Plug the bottle with your thumb or the palm of your hand. Turn the bottle upside-down so the rum and beer mix. Turn the bottle rightside-up, unplug, and drink.",https://www.thecocktaildb.com/images/media/drink/wwqrsw1441248662.jpg,Corona,Bacardi Limon,,,,,1 bottle ,1 *30 ml ,0,0,0,0,1 bottle ,30,0,0,0,0
11634,Lady Love Fizz,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients (except carbonated water) with ice and strain into a cocktail glass over two ice cubes. Fill with carbonated water, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/20d63k1504885263.jpg,Gin,Light cream,Powdered sugar,Lemon,Egg white,Carbonated water,2 *30 ml ,2 *5 ml ,1 *5 ml ,Juice of 1/2,1,0,60,10,5,Juice of 1/2,1,0
11002,Long Island Tea,Ordinary Drink,Alcoholic,Highball glass,Combine all ingredients (except cola) and pour over ice in a highball glass. Add the splash of cola for color. Decorate with a slice of lemon and serve.,https://www.thecocktaildb.com/images/media/drink/tppn6i1589574695.jpg,Vodka,Light rum,Gin,Tequila,Lemon,Coca-Cola,1/2 *30 ml ,1/2 *30 ml ,1/2 *30 ml ,1/2 *30 ml ,Juice of 1/2 ,1 splash ,15,15,15,15,Juice of 1/2 ,1 splash 
11666,Lone Tree Cooler,Ordinary Drink,Alcoholic,Collins glass,"Stir powdered sugar and 2 *30 ml. carbonated water in a collins glass. Fill glass with ice, add gin and vermouth, and stir. Fill with carbonated water and stir again. Add the twist of lemon peel and the orange spiral so that the end dangles over rim of glass.",https://www.thecocktaildb.com/images/media/drink/wsyqry1479298485.jpg,Carbonated water,Gin,Dry Vermouth,Powdered sugar,Orange spiral,Lemon peel,0,0,0,0,0,0,0,0,0,0,0,0
11664,Lone Tree Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,"Stir ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/tsxpty1468923417.jpg,Sweet Vermouth,Gin,,,,,3/4 *30 ml ,1 1/2 *30 ml ,0,0,0,0,22.5,165,0,0,0,0
178335,Lazy Coconut Paloma,Cocktail,Alcoholic,Highball glass,Mix the coconut liqueur (preferably tequila) with the grapefruit juice and top with soda water. Garnish with a large grapefruit slice against the inside of the glass.,https://www.thecocktaildb.com/images/media/drink/rytuex1598719770.jpg,Coconut Liqueur,Grapefruit Juice,Soda Water,,,,30 ml,75 ml,Top,0,0,0,30 ml,75 ml,Top,0,0,0
17204,Long Island Iced Tea,Ordinary Drink,Alcoholic,Highball glass,Mix all contents in a highball glass and sitr gently. Add dash of Coca-Cola for the coloring and garnish with lemon or lime twist.,https://www.thecocktaildb.com/images/media/drink/wx7hsg1504370510.jpg,Vodka,Tequila,Light rum,Gin,Coca-Cola,Lemon peel,1/2 *30 ml ,1/2 *30 ml ,1/2 *30 ml ,1/2 *30 ml ,1 dash ,Twist of ,15,15,15,15,1 dash ,Twist of 
11000,Mojito,Cocktail,Alcoholic,Highball glass,Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.,https://www.thecocktaildb.com/images/media/drink/3z6xdi1589574603.jpg,Light rum,Lime,Sugar,Mint,Soda water,,2-3 *30 ml ,Juice of 1 ,2 *5 ml ,2-4 ,0,0,Juice of 1 ,10,2-4 ,0,0,0
17205,Mimosa,Ordinary Drink,Alcoholic,Champagne flute,"Ensure both ingredients are well chilled, then mix into the glass. Serve cold.",https://www.thecocktaildb.com/images/media/drink/juhcuu1504370685.jpg,Champagne,Orange juice,,,,,Chilled ,2 *30 ml ,0,0,0,0,Chilled ,60,0,0,0,0
11690,Mai Tai,Ordinary Drink,Alcoholic,Collins glass,Shake all ingredients with ice. Strain into glass. Garnish and serve with straw.,https://www.thecocktaildb.com/images/media/drink/twyrrp1439907470.jpg,Light rum,Orgeat syrup,Triple sec,Sweet and sour,Cherry,,1 *30 ml ,1/2 *30 ml ,1/2 *30 ml ,1 1/2 *30 ml ,1,0,30,15,15,165,1,0
11728,Martini,Cocktail,Alcoholic,Cocktail glass,"Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",https://www.thecocktaildb.com/images/media/drink/71t8581504353095.jpg,Gin,Dry Vermouth,Olive,,,,1 2/3 *30 ml ,1/3 *30 ml ,1,0,0,0,120,10,1,0,0,0
11007,Margarita,Ordinary Drink,Alcoholic,Cocktail glass,"Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice, then carefully pour into the glass.",https://www.thecocktaildb.com/images/media/drink/5noda61589575158.jpg,Tequila,Triple sec,Lime juice,Salt,,,1 1/2 *30 ml ,1/2 *30 ml ,1 *30 ml ,0,0,0,165,15,30,0,0,0
11008,Manhattan,Cocktail,Alcoholic,Cocktail glass,"Stirred over ice, strained into a chilled glass, garnished, and served up.",https://www.thecocktaildb.com/images/media/drink/hz7p4t1589575281.jpg,Sweet Vermouth,Bourbon,Angostura bitters,Ice,Maraschino cherry,Orange peel,3/4 *30 ml ,2 1/2 *30 ml Blended ,dash ,2 or 3 ,1,1 twist of ,22.5,315,dash ,2 or 3 ,1,1 twist of 
15841,Mojito #3,Cocktail,Alcoholic,Collins glass,"Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura.",https://www.thecocktaildb.com/images/media/drink/vwxrsw1478251483.jpg,Mint,Lemon juice,Dark rum,Club soda,Angostura bitters,,1/2 handful ,3 *10 ml ,1/8 L Jamaican ,1/8 L ,8 drops ,0,1/2 handful ,30,1/8 L Jamaican ,1/8 L ,8 drops ,0
13936,Miami Vice,Cocktail,Alcoholic,Cocktail glass,"First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen, add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together).",https://www.thecocktaildb.com/images/media/drink/qvuyqw1441208955.jpg,151 proof rum,Pina colada mix,Daiquiri mix,,,,5 *30 ml Bacardi ,frozen ,frozen ,0,0,0,150,frozen ,frozen ,0,0,0
16041,Mudslinger,Punch / Party Drink,Alcoholic,Punch bowl,Add all contents to a large jug or punch bowl. Stir well!,https://www.thecocktaildb.com/images/media/drink/hepk6h1504885554.jpg,Southern Comfort,Orange juice,Pepsi Cola,,,,750 ml ,1 L ,750 ml ,0,0,0,750 ml ,1 L ,750 ml ,0,0,0
16196,Moranguito,Shot,Alcoholic,Shot glass,"first you put rhe absinthe, then put tequila, then put the Granadine syrup.",https://www.thecocktaildb.com/images/media/drink/urpsyq1475667335.jpg,Absinthe,Tequila,Grenadine,,,,2/5 ,2/5 ,1/5 ,0,0,0,0.4,0.4,0.2,0,0,0
17206,Mint Julep,Ordinary Drink,Alcoholic,Collins glass,"In a highball glass gently muddle the mint, sugar and water. Fill the glass with cracked ice, add Bourbon and stir well until the glass is well frosted. Garnish with a mint sprig.",https://www.thecocktaildb.com/images/media/drink/squyyq1439907312.jpg,Mint,Bourbon,Powdered sugar,Water,,,4 fresh ,2 1/2 *30 ml ,1 *5 ml ,2 *5 ml ,0,0,4 fresh ,315,5,10,0,0
